# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)
0	0.25962773	-0.27454388	0	2.5473968e-18	-0	3.1415927	5.497787	0	-0.990235	-0.051091474	0	0.7848623	-0.604258	0	0.97905564	-0.16501772	0	0.66	100	2e-09
0	-0.09298792	0.031021535	0	2.5950076e-18	-0	3.1415927	5.497787	1.5707964	-0.96449846	-0.23354559	0	0.7410573	-0.6569635	0	-0.06378045	0.9903855	0	0.66	100	2e-09
0	-0.06183394	-0.56865674	0	2.3983682e-18	-0	3.1415927	5.497787	3.1415927	0.08952484	-0.9893397	0	0.70984495	-0.69054186	0	-0.992512	-0.024881894	0	0.66	100	2e-09
0	-0.071807496	-0.64172584	0	2.4913412e-18	-0	3.1415927	5.497787	4.712389	-0.94230705	-0.3167183	0	0.774454	-0.61740816	0	-0.05594833	-0.9912917	0	0.66	100	2e-09
0	0.6009702	-0.17270717	0	2.5006933e-18	-0	4.712389	0.7853982	0	0.006730587	-0.9923589	0	0.8074007	0.5744517	0	0.9867354	-0.10761191	0	0.66	100	2e-09
0	0.2729164	0.19305943	0	2.4888986e-18	-0	4.712389	0.7853982	1.5707964	0.12060756	-0.9852568	0	0.80715424	0.5746522	0	-0.11430211	0.9860048	0	0.66	100	2e-09
0	-0.11908487	-0.14588046	0	2.4265968e-18	-0	4.712389	0.7853982	3.1415927	-0.12556216	-0.9851335	0	0.7463831	0.65123165	0	-0.9866445	-0.11163177	0	0.66	100	2e-09
0	0.13036233	-0.42950955	0	2.4291271e-18	-0	4.712389	0.7853982	4.712389	-0.23259293	-0.96617407	0	0.7460743	0.6516984	0	-0.12849039	-0.9847579	0	0.66	100	2e-09
0	0.01141425	-0.124011226	0	2.614438e-18	-0	4.712389	2.3561945	0	-0.33435214	-0.93602973	0	-0.58856046	0.79660016	0	0.96309566	-0.2417191	0	0.66	100	2e-09
0	-0.34423175	0.23081672	0	2.5703699e-18	-0	4.712389	2.3561945	1.5707964	-0.06034041	-0.9902172	0	-0.6688855	0.7303235	0	-0.30025485	0.9473984	0	0.66	100	2e-09
0	-0.66034395	-0.11189657	0	2.463483e-18	-0	4.712389	2.3561945	3.1415927	-0.3262083	-0.9385162	0	-0.6707512	0.72873825	0	-0.9839693	-0.13423477	0	0.66	100	2e-09
0	-0.58031404	-0.05315709	0	2.3680204e-18	-0	4.712389	2.3561945	4.712389	-0.9895601	0.07716743	0	-0.6541129	0.7437294	0	-0.0965384	-0.98825806	0	0.66	100	2e-09
0	0.26876134	-0.58653575	0	2.5789266e-18	-0	4.712389	3.9269907	0	0.32624835	-0.9383943	0	-0.50434786	-0.8531122	0	0.99203795	0.034538575	0	0.66	100	2e-09
0	-0.12651372	-0.2602936	0	2.5049283e-18	-0	4.712389	3.9269907	1.5707964	0.3615221	-0.9267416	0	-0.55010724	-0.82397103	0	-0.18676202	0.9754127	0	0.66	100	2e-09
0	-0.5372043	-0.596273	0	2.4452896e-18	-0	4.712389	3.9269907	3.1415927	0.014374099	-0.99277496	0	-0.63269407	-0.76188034	0	-0.99234754	-0.032524187	0	0.66	100	2e-09
0	-0.33334076	-0.9027483	0	2.4962338e-18	-0	4.712389	3.9269907	4.712389	-0.10962763	-0.98692286	0	-0.63198996	-0.76235914	0	-0.25544772	-0.9603532	0	0.66	100	2e-09
0	0.6794183	-0.5273736	0	2.4617764e-18	-0	4.712389	5.497787	0	0.29706886	-0.94757384	0	0.747992	-0.64935035	0	0.9925153	0.016011015	0	0.66	100	2e-09
0	0.33596462	-0.20981349	0	2.426228e-18	-0	4.712389	5.497787	1.5707964	0.37555084	-0.92113066	0	0.70744383	-0.69310534	0	-0.07877876	0.98958075	0	0.66	100	2e-09
0	-0.061885998	-0.56855094	0	2.3983682e-18	-0	4.712389	5.497787	3.1415927	0.08938473	-0.98935187	0	0.70983654	-0.6905503	0	-0.9925201	-0.024542704	0	0.66	100	2e-09
0	0.20926131	-0.87505925	0	2.4235172e-18	-0	4.712389	5.497787	4.712389	-0.002018692	-0.99329096	0	0.7483602	-0.6487926	0	-0.12389516	-0.98533434	0	0.66	100	2e-09
