# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.92388767	-0.3825747	0	-7.997458e-17	-8.0847257e-17	5.8904862	3.125
0	0.99980855	-3.5133382e-10	0	-3.9555913e-17	-4.0417262e-17	0	1.5625
0	0.9239246	0.38228709	0	-3.9552028e-17	-4.042055e-17	0.3926991	1.5625
0	0.70708793	0.707088	0	-3.954812e-17	-4.042393e-17	0.7853982	1.5625
0	0.38228756	0.9239245	0	-3.9552035e-17	-4.0420558e-17	1.1780972	1.5625
0	-3.743721e-10	0.99980855	0	-3.9555913e-17	-4.0417262e-17	1.5707964	1.5625
0	-0.38228709	0.9239247	0	-3.9552035e-17	-4.0420558e-17	1.9634954	1.5625
0	-0.707088	0.707088	0	-3.954812e-17	-4.0423926e-17	2.3561945	1.5625
0	-0.92392445	0.38228765	0	-3.9552035e-17	-4.0420558e-17	2.7488935	1.5625
0	-0.99980855	3.432704e-10	0	-3.9555913e-17	-4.0417266e-17	3.1415927	1.5625
0	-0.9239245	-0.38228744	0	-3.9552038e-17	-4.042056e-17	3.5342917	1.5625
0	-0.70708793	-0.707088	0	-3.954812e-17	-4.0423926e-17	3.9269907	1.5625
0	-0.38228723	-0.9239247	0	-3.9552038e-17	-4.0420558e-17	4.3196898	1.5625
0	4.0547377e-10	-0.99980855	0	-3.955591e-17	-4.0417266e-17	4.712389	1.5625
0	0.38228738	-0.9239246	0	-3.9552038e-17	-4.0420558e-17	5.105088	1.5625
0	0.707088	-0.707088	0	-3.954812e-17	-4.0423926e-17	5.497787	1.5625
0	0.9239246	-0.38228726	0	-3.9552038e-17	-4.042056e-17	5.8904862	1.5625
0	0.999432	-6.5543915e-10	0	-1.9350064e-17	-2.0201021e-17	0	0.78125
0	0.9240952	0.38132128	0	-1.9343318e-17	-2.0205989e-17	0.3926991	0.78125
0	0.7070658	0.7070658	0	-1.9336416e-17	-2.0211331e-17	0.7853982	0.78125
0	0.38132188	0.9240949	0	-1.934332e-17	-2.020599e-17	1.1780972	0.78125
0	-6.4392e-10	0.9994321	0	-1.9350062e-17	-2.0201021e-17	1.5707964	0.78125
0	-0.38132417	0.9240939	0	-1.9343321e-17	-2.0205992e-17	1.9634954	0.78125
0	-0.7070658	0.7070659	0	-1.9336412e-17	-2.0211328e-17	2.3561945	0.78125
0	-0.9240934	0.38132542	0	-1.9343321e-17	-2.0205989e-17	2.7488935	0.78125
0	-0.999432	9.572406e-10	0	-1.9350064e-17	-2.020102e-17	3.1415927	0.78125
0	-0.92409486	-0.38132206	0	-1.9343324e-17	-2.0205992e-17	3.5342917	0.78125
0	-0.7070658	-0.70706576	0	-1.9336412e-17	-2.0211331e-17	3.9269907	0.78125
0	-0.38132164	-0.92409515	0	-1.9343318e-17	-2.020599e-17	4.3196898	0.78125
0	6.715659e-10	-0.999432	0	-1.9350064e-17	-2.0201021e-17	4.712389	0.78125
0	0.38132396	-0.924094	0	-1.9343324e-17	-2.0205992e-17	5.105088	0.78125
0	0.70706576	-0.7070658	0	-1.9336414e-17	-2.0211326e-17	5.497787	0.78125
0	0.92409426	-0.3813235	0	-1.9343322e-17	-2.0205992e-17	5.8904862	0.78125
0	0.99857277	-2.1794215e-09	0	-9.252901e-18	-1.0091825e-17	0	0.390625
0	0.9247616	0.3783904	0	-9.242265e-18	-1.0097883e-17	0.3926991	0.390625
0	0.7070336	0.70703346	0	-9.230945e-18	-1.0105204e-17	0.7853982	0.390625
0	0.3783926	0.9247606	0	-9.242265e-18	-1.0097883e-17	1.1780972	0.390625
0	-1.0344189e-09	0.99857265	0	-9.252902e-18	-1.0091826e-17	1.5707964	0.390625
0	-0.37839526	0.9247597	0	-9.242265e-18	-1.00978834e-17	1.9634954	0.390625
0	-0.7070336	0.7070335	0	-9.230945e-18	-1.0105203e-17	2.3561945	0.390625
0	-0.9247611	0.37839165	0	-9.242266e-18	-1.0097884e-17	2.7488935	0.390625
0	-0.99857277	1.5320458e-09	0	-9.252902e-18	-1.0091825e-17	3.1415927	0.390625
0	-0.924761	-0.37839174	0	-9.242265e-18	-1.0097882e-17	3.5342917	0.390625
0	-0.7070336	-0.70703346	0	-9.230945e-18	-1.0105203e-17	3.9269907	0.390625
0	-0.37839037	-0.92476165	0	-9.242265e-18	-1.0097883e-17	4.3196898	0.390625
0	1.0367227e-09	-0.99857265	0	-9.252903e-18	-1.0091825e-17	4.712389	0.390625
0	0.3783923	-0.92476076	0	-9.242266e-18	-1.0097883e-17	5.105088	0.390625
