# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Field (T)
0	0.37700728	0.92621017	0	-2.5863215e-15	-2.5872e-15	1.1842332	100
0	0.37131706	0.9285061	0	-2.5863213e-15	-2.5872e-15	1.1903691	100
0	0.3656129	0.93076694	0	-2.5863215e-15	-2.5871999e-15	1.1965051	100
0	0.3598949	0.93299276	0	-2.5863215e-15	-2.5871997e-15	1.2026409	100
0	0.35416338	0.93518347	0	-2.5863215e-15	-2.5871997e-15	1.2087768	100
0	0.34841856	0.93733907	0	-2.5863213e-15	-2.5871999e-15	1.2149128	100
0	0.34266058	0.9394593	0	-2.5863217e-15	-2.5871999e-15	1.2210487	100
0	0.3368897	0.9415441	0	-2.5863213e-15	-2.5871997e-15	1.2271847	100
0	0.33110622	0.9435935	0	-2.5863213e-15	-2.5871997e-15	1.2333206	100
0	0.32531017	0.94560736	0	-2.5863215e-15	-2.5871997e-15	1.2394565	100
0	0.31950194	0.9475856	0	-2.5863215e-15	-2.5871997e-15	1.2455924	100
0	0.31368163	0.9495283	0	-2.5863217e-15	-2.5872e-15	1.2517283	100
0	0.30784953	0.95143497	0	-2.5863215e-15	-2.5871999e-15	1.2578642	100
0	0.30200583	0.9533061	0	-2.5863217e-15	-2.5872e-15	1.2640002	100
0	0.2961508	0.95514107	0	-2.5863215e-15	-2.5871999e-15	1.2701361	100
0	0.29028457	0.95694035	0	-2.586321e-15	-2.5871997e-15	1.276272	100
0	0.28440744	0.9587034	0	-2.5863215e-15	-2.5871999e-15	1.2824079	100
0	0.27851957	0.96043056	0	-2.5863217e-15	-2.5871999e-15	1.2885438	100
0	0.27262124	0.96212137	0	-2.586322e-15	-2.5872e-15	1.2946798	100
0	0.26671264	0.963776	0	-2.5863215e-15	-2.5871999e-15	1.3008157	100
0	0.26079404	0.96539444	0	-2.5863217e-15	-2.5871999e-15	1.3069516	100
0	0.25486556	0.96697646	0	-2.5863213e-15	-2.5872e-15	1.3130876	100
0	0.2489275	0.9685221	0	-2.5863215e-15	-2.5871999e-15	1.3192235	100
0	0.24298006	0.97003126	0	-2.5863213e-15	-2.5872e-15	1.3253593	100
0	0.23702352	0.9715039	0	-2.5863217e-15	-2.5872e-15	1.3314953	100
0	0.23105802	0.97293997	0	-2.5863215e-15	-2.5871999e-15	1.3376312	100
0	0.2250838	0.9743394	0	-2.5863217e-15	-2.5871999e-15	1.3437672	100
0	0.21910115	0.9757021	0	-2.5863217e-15	-2.5872e-15	1.3499031	100
0	0.21311022	0.977028	0	-2.5863215e-15	-2.5871999e-15	1.356039	100
0	0.20711131	0.9783174	0	-2.5863213e-15	-2.5871999e-15	1.362175	100
0	0.20110455	0.9795698	0	-2.5863215e-15	-2.5871999e-15	1.3683108	100
0	0.19509023	0.9807852	0	-2.5863217e-15	-2.5872e-15	1.3744467	100
0	0.18906857	0.9819638	0	-2.5863217e-15	-2.5872e-15	1.3805827	100
0	0.18303983	0.98310554	0	-2.5863213e-15	-2.5871997e-15	1.3867186	100
0	0.17700414	0.9842101	0	-2.5863215e-15	-2.5871999e-15	1.3928546	100
