# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.65989673	0.6598856	0	5.8575787e-19	-1.5737942e-20	0.7853982	0.34	100	1e-09
0	0.9976364	-1.900761e-08	0	7.353153e-19	-1.6536822e-20	0	0.33	100	1e-09
0	0.65627724	0.6562681	0	5.7376696e-19	-1.538435e-20	0.7853982	0.33	100	1e-09
0	0.9978871	-1.8176943e-08	0	7.3236064e-19	-1.6109888e-20	0	0.32	100	1e-09
0	0.6527698	0.65276206	0	5.5483145e-19	-1.490334e-20	0.7853982	0.32	100	1e-09
0	0.9979928	-1.9457804e-08	0	7.293831e-19	-1.5824177e-20	0	0.31	100	1e-09
0	0.65082383	0.6508167	0	5.4394616e-19	-1.4593843e-20	0.7853982	0.31	100	1e-09
0	0.9983655	-1.3044325e-08	0	7.2954233e-19	-1.5366841e-20	0	0.3	100	1e-09
0	0.64589983	0.64589447	0	5.226802e-19	-1.4059615e-20	0.7853982	0.3	100	1e-09
0	0.99842364	-1.3108166e-08	0	7.2328797e-19	-1.4952393e-20	0	0.29	100	1e-09
0	0.64381844	0.64381313	0	5.0762306e-19	-1.3635542e-20	0.7853982	0.29	100	1e-09
0	0.9987822	-1.48292845e-08	0	7.206872e-19	-1.4494327e-20	0	0.28	100	1e-09
0	0.63953954	0.6395361	0	4.8756057e-19	-1.3125278e-20	0.7853982	0.28	100	1e-09
0	0.998791	-1.1119044e-08	0	7.1501513e-19	-1.414288e-20	0	0.27	100	1e-09
0	0.63799024	0.6379864	0	4.749127e-19	-1.2775884e-20	0.7853982	0.27	100	1e-09
0	0.9989632	-1.0550258e-08	0	7.0950947e-19	-1.363385e-20	0	0.26	100	1e-09
0	0.63445014	0.6344472	0	4.543354e-19	-1.2245614e-20	0.7853982	0.26	100	1e-09
0	0.9991118	-1.0913377e-08	0	7.078289e-19	-1.3300177e-20	0	0.25	100	1e-09
0	0.6314243	0.63142174	0	4.398045e-19	-1.1887176e-20	0.7853982	0.25	100	1e-09
0	0.9992144	-1.1366792e-08	0	6.99877e-19	-1.2789945e-20	0	0.24	100	1e-09
0	0.62864256	0.62864053	0	4.2084646e-19	-1.1379629e-20	0.7853982	0.24	100	1e-09
0	0.99938637	-1.0988405e-08	0	6.9832583e-19	-1.239239e-20	0	0.23	100	1e-09
0	0.6244412	0.62443966	0	4.0333963e-19	-1.0950342e-20	0.7853982	0.23	100	1e-09
0	0.999407	-1.3122048e-08	0	6.889712e-19	-1.1944912e-20	0	0.22	100	1e-09
0	0.62314165	0.6231399	0	3.8882594e-19	-1.0532751e-20	0.7853982	0.22	100	1e-09
0	0.99959207	-7.630258e-09	0	6.8325015e-19	-1.14193414e-20	0	0.21	100	1e-09
0	0.6183893	0.6183884	0	3.6879545e-19	-9.990675e-21	0.7853982	0.21	100	1e-09
0	0.9995813	-7.656338e-09	0	6.7237857e-19	-1.10033916e-20	0	0.2	100	1e-09
0	0.61779386	0.61779255	0	3.563121e-19	-9.617596e-21	0.7853982	0.2	100	1e-09
0	0.9997443	-6.521397e-09	0	6.6654555e-19	-1.0445331e-20	0	0.19	100	1e-09
0	0.6118585	0.61185807	0	3.323651e-19	-9.0406366e-21	0.7853982	0.19	100	1e-09
0	0.999728	-6.804281e-09	0	6.571645e-19	-1.0061262e-20	0	0.18	100	1e-09
0	0.6112221	0.6112211	0	3.206784e-19	-8.699299e-21	0.7853982	0.18	100	1e-09
0	0.9998497	-6.023023e-09	0	6.517273e-19	-9.5025725e-21	0	0.17	100	1e-09
0	0.60460275	0.6046025	0	2.9790039e-19	-8.126273e-21	0.7853982	0.17	100	1e-09
0	0.999829	-5.352834e-09	0	6.356606e-19	-9.022456e-21	0	0.16	100	1e-09
0	0.60568255	0.60568196	0	2.8438806e-19	-7.7296345e-21	0.7853982	0.16	100	1e-09
0	0.9999159	-3.147835e-09	0	6.2903704e-19	-8.4632896e-21	0	0.15	100	1e-09
0	0.59744245	0.5974424	0	2.6104853e-19	-7.1513286e-21	0.7853982	0.15	100	1e-09
0	0.99990445	-2.4546343e-09	0	6.158266e-19	-8.079229e-21	0	0.14	100	1e-09
0	0.5992814	0.5992811	0	2.5220135e-19	-6.847893e-21	0.7853982	0.14	100	1e-09
0	0.999956	-1.7680577e-09	0	6.0356443e-19	-7.423674e-21	0	0.13	100	1e-09
0	0.5898197	0.5898196	0	2.2608986e-19	-6.1925887e-21	0.7853982	0.13	100	1e-09
0	0.9999504	-1.762443e-09	0	5.8452185e-19	-7.007653e-21	0	0.12	100	1e-09
0	0.5929962	0.592996	0	2.1764425e-19	-5.8770706e-21	0.7853982	0.12	100	1e-09
