# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)	Volume (m^3)
0	0.7346352	0.668745	0	6.204682e-19	-3.0836078e-19	0.7363108	0.97	100	2e-09	3.88e-23
0	0.7188736	0.68565863	0	6.2045417e-19	-3.0836117e-19	0.7608545	0.97	100	2e-09	3.88e-23
0	0.7024674	0.7024593	0	6.204496e-19	-3.0836164e-19	0.7853982	0.97	100	2e-09	3.88e-23
0	0.993987	-1.8389283e-08	0	6.221967e-19	-3.0726128e-19	0	0.96	100	2e-09	3.864e-23
0	0.99362373	0.026762841	0	6.221868e-19	-3.0725947e-19	0.024543693	0.96	100	2e-09	3.864e-23
0	0.99252963	0.053615525	0	6.2215754e-19	-3.0725448e-19	0.049087387	0.96	100	2e-09	3.864e-23
0	0.9907139	0.08032179	0	6.2211013e-19	-3.0724626e-19	0.07363108	0.96	100	2e-09	3.864e-23
0	0.9881872	0.10686009	0	6.2204515e-19	-3.0723527e-19	0.09817477	0.96	100	2e-09	3.864e-23
0	0.9849874	0.1330164	0	6.2196403e-19	-3.0722269e-19	0.12271846	0.96	100	2e-09	3.864e-23
0	0.98113406	0.15881988	0	6.218685e-19	-3.0720914e-19	0.14726216	0.96	100	2e-09	3.864e-23
0	0.97664005	0.18431357	0	6.2176065e-19	-3.0719487e-19	0.17180584	0.96	100	2e-09	3.864e-23
0	0.97154266	0.20939997	0	6.2164277e-19	-3.071808e-19	0.19634955	0.96	100	2e-09	3.864e-23
0	0.96586764	0.23406668	0	6.215164e-19	-3.0716737e-19	0.22089323	0.96	100	2e-09	3.864e-23
0	0.9596235	0.25836587	0	6.213839e-19	-3.0715478e-19	0.24543692	0.96	100	2e-09	3.864e-23
0	0.95285267	0.282214	0	6.2124707e-19	-3.0714372e-19	0.2699806	0.96	100	2e-09	3.864e-23
0	0.94555545	0.3056811	0	6.2110795e-19	-3.0713382e-19	0.2945243	0.96	100	2e-09	3.864e-23
0	0.93774337	0.32878265	0	6.2096795e-19	-3.0712518e-19	0.319068	0.96	100	2e-09	3.864e-23
0	0.9294539	0.3514573	0	6.20829e-19	-3.0711815e-19	0.3436117	0.96	100	2e-09	3.864e-23
0	0.92060345	0.37395743	0	6.206917e-19	-3.0711125e-19	0.3681554	0.96	100	2e-09	3.864e-23
0	0.91140544	0.395786	0	6.2055844e-19	-3.0710755e-19	0.3926991	0.96	100	2e-09	3.864e-23
0	0.90168744	0.41739696	0	6.204292e-19	-3.0710393e-19	0.41724277	0.96	100	2e-09	3.864e-23
0	0.89151216	0.4386612	0	6.2030574e-19	-3.0710122e-19	0.44178647	0.96	100	2e-09	3.864e-23
0	0.8808614	0.45963138	0	6.201888e-19	-3.0709905e-19	0.46633017	0.96	100	2e-09	3.864e-23
0	0.8697633	0.4802635	0	6.200787e-19	-3.070975e-19	0.49087384	0.96	100	2e-09	3.864e-23
0	0.85820925	0.5005847	0	6.19976e-19	-3.070965e-19	0.5154175	0.96	100	2e-09	3.864e-23
0	0.84627515	0.52047724	0	6.1988165e-19	-3.0709623e-19	0.5399612	0.96	100	2e-09	3.864e-23
0	0.8338336	0.5401603	0	6.197955e-19	-3.070958e-19	0.5645049	0.96	100	2e-09	3.864e-23
0	0.82085156	0.5596698	0	6.197181e-19	-3.0709496e-19	0.5890486	0.96	100	2e-09	3.864e-23
0	0.8075562	0.578671	0	6.1964973e-19	-3.0709502e-19	0.6135923	0.96	100	2e-09	3.864e-23
0	0.7938287	0.5973488	0	6.1959e-19	-3.0709507e-19	0.638136	0.96	100	2e-09	3.864e-23
0	0.7796682	0.61570495	0	6.195397e-19	-3.0709517e-19	0.6626797	0.96	100	2e-09	3.864e-23
0	0.76509964	0.6337082	0	6.194984e-19	-3.0709527e-19	0.6872234	0.96	100	2e-09	3.864e-23
0	0.7501071	0.65137833	0	6.1946646e-19	-3.0709533e-19	0.7117671	0.96	100	2e-09	3.864e-23
0	0.7347088	0.6686935	0	6.194438e-19	-3.070954e-19	0.7363108	0.96	100	2e-09	3.864e-23
0	0.71892285	0.6856342	0	6.1943027e-19	-3.0709535e-19	0.7608545	0.96	100	2e-09	3.864e-23
0	0.702483	0.7024709	0	6.1942614e-19	-3.07096e-19	0.7853982	0.96	100	2e-09	3.864e-23
0	0.993987	-2.0446675e-08	0	6.221968e-19	-3.0726125e-19	0	0.95	100	2e-09	3.864e-23
0	0.9936221	0.026820159	0	6.221867e-19	-3.0725944e-19	0.024543693	0.95	100	2e-09	3.864e-23
0	0.9925259	0.05368458	0	6.2215775e-19	-3.0725433e-19	0.049087387	0.95	100	2e-09	3.864e-23
0	0.9907083	0.080390744	0	6.221101e-19	-3.0724605e-19	0.07363108	0.95	100	2e-09	3.864e-23
0	0.9881859	0.10687172	0	6.220449e-19	-3.0723525e-19	0.09817477	0.95	100	2e-09	3.864e-23
0	0.9849858	0.13302687	0	6.219638e-19	-3.072227e-19	0.12271846	0.95	100	2e-09	3.864e-23
0	0.9811327	0.15882818	0	6.218684e-19	-3.0720912e-19	0.14726216	0.95	100	2e-09	3.864e-23
0	0.9766415	0.18430597	0	6.217606e-19	-3.0719492e-19	0.17180584	0.95	100	2e-09	3.864e-23
0	0.97154105	0.20940703	0	6.216429e-19	-3.0718073e-19	0.19634955	0.95	100	2e-09	3.864e-23
0	0.96586543	0.23407562	0	6.215164e-19	-3.0716734e-19	0.22089323	0.95	100	2e-09	3.864e-23
0	0.9596288	0.2583462	0	6.213841e-19	-3.0715483e-19	0.24543692	0.95	100	2e-09	3.864e-23
0	0.95284706	0.28223255	0	6.2124707e-19	-3.0714354e-19	0.2699806	0.95	100	2e-09	3.864e-23
0	0.9455481	0.3057039	0	6.2110795e-19	-3.0713363e-19	0.2945243	0.95	100	2e-09	3.864e-23
0	0.93776745	0.3287137	0	6.209679e-19	-3.0712565e-19	0.319068	0.95	100	2e-09	3.864e-23
0	0.92946416	0.35143033	0	6.208289e-19	-3.071184e-19	0.3436117	0.95	100	2e-09	3.864e-23
0	0.9206703	0.37379345	0	6.206917e-19	-3.071123e-19	0.3681554	0.95	100	2e-09	3.864e-23
0	0.9114078	0.39578053	0	6.205582e-19	-3.0710755e-19	0.3926991	0.95	100	2e-09	3.864e-23
0	0.90169376	0.41738322	0	6.2042925e-19	-3.0710399e-19	0.41724277	0.95	100	2e-09	3.864e-23
0	0.89150333	0.43867904	0	6.203059e-19	-3.0710106e-19	0.44178647	0.95	100	2e-09	3.864e-23
0	0.8808728	0.45960954	0	6.201888e-19	-3.0709918e-19	0.46633017	0.95	100	2e-09	3.864e-23
0	0.86978567	0.48022312	0	6.200787e-19	-3.0709776e-19	0.49087384	0.95	100	2e-09	3.864e-23
0	0.85824645	0.50052077	0	6.1997616e-19	-3.0709683e-19	0.5154175	0.95	100	2e-09	3.864e-23
0	0.8461497	0.52068067	0	6.1988155e-19	-3.0709538e-19	0.5399612	0.95	100	2e-09	3.864e-23
0	0.83383656	0.54015565	0	6.197954e-19	-3.0709584e-19	0.5645049	0.95	100	2e-09	3.864e-23
0	0.8209977	0.5594555	0	6.197182e-19	-3.0709571e-19	0.5890486	0.95	100	2e-09	3.864e-23
0	0.8075536	0.5786746	0	6.1964953e-19	-3.0709504e-19	0.6135923	0.95	100	2e-09	3.864e-23
0	0.793825	0.59735376	0	6.195901e-19	-3.0709507e-19	0.638136	0.95	100	2e-09	3.864e-23
0	0.7796747	0.6156967	0	6.1953967e-19	-3.070952e-19	0.6626797	0.95	100	2e-09	3.864e-23
0	0.76509744	0.63371086	0	6.1949857e-19	-3.0709533e-19	0.6872234	0.95	100	2e-09	3.864e-23
0	0.75010616	0.6513795	0	6.1946657e-19	-3.0709533e-19	0.7117671	0.95	100	2e-09	3.864e-23
0	0.73471195	0.66869	0	6.194439e-19	-3.070954e-19	0.7363108	0.95	100	2e-09	3.864e-23
0	0.718922	0.68563503	0	6.1943017e-19	-3.0709538e-19	0.7608545	0.95	100	2e-09	3.864e-23
0	0.70248413	0.7024699	0	6.194261e-19	-3.0709602e-19	0.7853982	0.95	100	2e-09	3.864e-23
0	0.993933	-2.2543428e-08	0	6.2073246e-19	-3.0597235e-19	0	0.94	100	2e-09	3.848e-23
0	0.9936136	0.0251261	0	6.207292e-19	-3.0597173e-19	0.024543693	0.94	100	2e-09	3.848e-23
0	0.99265105	0.050343078	0	6.207194e-19	-3.059701e-19	0.049087387	0.94	100	2e-09	3.848e-23
0	0.9910521	0.07544858	0	6.2070346e-19	-3.0596744e-19	0.07363108	0.94	100	2e-09	3.848e-23
0	0.98882425	0.100420095	0	6.206819e-19	-3.0596395e-19	0.09817477	0.94	100	2e-09	3.848e-23
0	0.9859928	0.12511146	0	6.206555e-19	-3.0595994e-19	0.12271846	0.94	100	2e-09	3.848e-23
0	0.98254144	0.14973451	0	6.206256e-19	-3.0595524e-19	0.14726216	0.94	100	2e-09	3.848e-23
0	0.9785116	0.1740529	0	6.205925e-19	-3.0595043e-19	0.17180584	0.94	100	2e-09	3.848e-23
0	0.9738822	0.19824618	0	6.205574e-19	-3.0594534e-19	0.19634955	0.94	100	2e-09	3.848e-23
0	0.96870023	0.2221173	0	6.205217e-19	-3.0594035e-19	0.22089323	0.94	100	2e-09	3.848e-23
0	0.96296406	0.24573255	0	6.204851e-19	-3.059355e-19	0.24543692	0.94	100	2e-09	3.848e-23
0	0.9567059	0.26900923	0	6.2045003e-19	-3.0593094e-19	0.2699806	0.94	100	2e-09	3.848e-23
0	0.94984597	0.29225567	0	6.2041653e-19	-3.059263e-19	0.2945243	0.94	100	2e-09	3.848e-23
0	0.9424671	0.3151932	0	6.2038505e-19	-3.0592194e-19	0.319068	0.94	100	2e-09	3.848e-23
0	0.9345966	0.3377746	0	6.2035615e-19	-3.0591804e-19	0.3436117	0.94	100	2e-09	3.848e-23
0	0.92616975	0.3602021	0	6.2033025e-19	-3.0591437e-19	0.3681554	0.94	100	2e-09	3.848e-23
0	0.9172128	0.38240266	0	6.203078e-19	-3.0591086e-19	0.3926991	0.94	100	2e-09	3.848e-23
0	0.9077367	0.4043545	0	6.2028873e-19	-3.0590768e-19	0.41724277	0.94	100	2e-09	3.848e-23
0	0.8977305	0.4260844	0	6.202729e-19	-3.0590473e-19	0.44178647	0.94	100	2e-09	3.848e-23
0	0.88717127	0.4476348	0	6.202606e-19	-3.0590204e-19	0.46633017	0.94	100	2e-09	3.848e-23
0	0.8761048	0.46890685	0	6.2025135e-19	-3.0589953e-19	0.49087384	0.94	100	2e-09	3.848e-23
0	0.86449856	0.48996022	0	6.202449e-19	-3.058974e-19	0.5154175	0.94	100	2e-09	3.848e-23
0	0.85237527	0.510747	0	6.2024086e-19	-3.0589542e-19	0.5399612	0.94	100	2e-09	3.848e-23
0	0.8396151	0.5314524	0	6.202388e-19	-3.058937e-19	0.5645049	0.94	100	2e-09	3.848e-23
0	0.82636875	0.55181646	0	6.202388e-19	-3.0589237e-19	0.5890486	0.94	100	2e-09	3.848e-23
0	0.8125799	0.5719203	0	6.202398e-19	-3.058912e-19	0.6135923	0.94	100	2e-09	3.848e-23
0	0.7982914	0.5916968	0	6.202419e-19	-3.0589049e-19	0.638136	0.94	100	2e-09	3.848e-23
0	0.7835128	0.611128	0	6.2024427e-19	-3.058898e-19	0.6626797	0.94	100	2e-09	3.848e-23
0	0.76825315	0.63020056	0	6.20247e-19	-3.058891e-19	0.6872234	0.94	100	2e-09	3.848e-23
0	0.75252986	0.6488932	0	6.202495e-19	-3.058888e-19	0.7117671	0.94	100	2e-09	3.848e-23
0	0.73633987	0.6672075	0	6.2025146e-19	-3.058886e-19	0.7363108	0.94	100	2e-09	3.848e-23
0	0.71970534	0.6851167	0	6.2025316e-19	-3.0588834e-19	0.7608545	0.94	100	2e-09	3.848e-23
0	0.70262975	0.702618	0	6.202536e-19	-3.0588831e-19	0.7853982	0.94	100	2e-09	3.848e-23
0	0.993933	-1.6028043e-08	0	6.207325e-19	-3.0597235e-19	0	0.93	100	2e-09	3.848e-23
0	0.99361503	0.025068097	0	6.2072926e-19	-3.0597173e-19	0.024543693	0.93	100	2e-09	3.848e-23
0	0.99265146	0.050336145	0	6.207193e-19	-3.059701e-19	0.049087387	0.93	100	2e-09	3.848e-23
