# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.99701387	-1.6740811e-08	0	7.887947e-19	-2.0674082e-20	0	0.46	100	4e-09
0	0.697636	0.69762635	0	7.7056284e-19	-2.0458128e-20	0.7853982	0.46	100	4e-09
0	0.99707377	-2.843481e-08	0	7.8311065e-19	-2.016482e-20	0	0.45	100	4e-09
0	0.6946782	0.6946669	0	7.56366e-19	-1.986837e-20	0.7853982	0.45	100	4e-09
0	0.99707377	-2.1267164e-08	0	7.831107e-19	-2.016482e-20	0	0.44	100	4e-09
0	0.69467926	0.69466627	0	7.5636594e-19	-1.9868374e-20	0.7853982	0.44	100	4e-09
0	0.99678516	-2.1529274e-08	0	7.6991485e-19	-1.9648627e-20	0	0.43	100	4e-09
0	0.69256216	0.69254375	0	7.3987196e-19	-1.9306286e-20	0.7853982	0.43	100	4e-09
0	0.99715436	-1.7782053e-08	0	7.701176e-19	-1.9145365e-20	0	0.42	100	4e-09
0	0.68733615	0.6873248	0	7.220712e-19	-1.8663015e-20	0.7853982	0.42	100	4e-09
0	0.99715436	-1.7782053e-08	0	7.701176e-19	-1.9145365e-20	0	0.41	100	4e-09
0	0.68733615	0.68732476	0	7.220712e-19	-1.8663015e-20	0.7853982	0.41	100	4e-09
0	0.99810183	-2.4392996e-08	0	7.8162157e-19	-1.8652527e-20	0	0.4	100	4e-09
0	0.67862934	0.6786205	0	7.0120664e-19	-1.7935258e-20	0.7853982	0.4	100	4e-09
0	0.99810183	-2.5821874e-08	0	7.816215e-19	-1.8652527e-20	0	0.39	100	4e-09
0	0.6786294	0.6786205	0	7.0120664e-19	-1.7935261e-20	0.7853982	0.39	100	4e-09
0	0.9986097	-2.4693353e-08	0	7.8272824e-19	-1.7895088e-20	0	0.38	100	4e-09
0	0.66960555	0.6695983	0	6.719022e-19	-1.6969523e-20	0.7853982	0.38	100	4e-09
0	0.9986097	-2.4693353e-08	0	7.8272824e-19	-1.7895088e-20	0	0.37	100	4e-09
0	0.66960496	0.6695979	0	6.7190227e-19	-1.6969513e-20	0.7853982	0.37	100	4e-09
0	0.9984337	-3.4842422e-08	0	7.66402e-19	-1.7380735e-20	0	0.36	100	4e-09
0	0.669325	0.6693166	0	6.545563e-19	-1.6477763e-20	0.7853982	0.36	100	4e-09
0	0.99836916	-2.5456151e-08	0	7.5811036e-19	-1.6868447e-20	0	0.35	100	4e-09
0	0.6662695	0.6662594	0	6.362079e-19	-1.5920091e-20	0.7853982	0.35	100	4e-09
0	0.99836916	-2.5456151e-08	0	7.5811036e-19	-1.6868447e-20	0	0.34	100	4e-09
0	0.66626936	0.6662593	0	6.362079e-19	-1.5920088e-20	0.7853982	0.34	100	4e-09
0	0.99836916	-3.4712933e-08	0	7.581104e-19	-1.6868447e-20	0	0.33	100	4e-09
0	0.6662697	0.6662592	0	6.362079e-19	-1.5920093e-20	0.7853982	0.33	100	4e-09
0	0.99842227	-2.7532224e-08	0	7.531781e-19	-1.6358151e-20	0	0.32	100	4e-09
0	0.66136897	0.6613593	0	6.1702256e-19	-1.5324122e-20	0.7853982	0.32	100	4e-09
0	0.9986755	-2.199123e-08	0	7.535245e-19	-1.585098e-20	0	0.31	100	4e-09
0	0.65314245	0.6531351	0	5.9384826e-19	-1.4660613e-20	0.7853982	0.31	100	4e-09
0	0.99914753	-2.5544848e-08	0	7.2161867e-19	-1.432378e-20	0	0.3	100	4e-09
0	0.64568126	0.64567727	0	5.3255527e-19	-1.3090609e-20	0.7853982	0.3	100	4e-09
0	0.9995338	-1.6797673e-08	0	7.3080554e-19	-1.4073436e-20	0	0.29	100	4e-09
0	0.63669807	0.6366964	0	5.152603e-19	-1.2677996e-20	0.7853982	0.29	100	4e-09
0	0.9995338	-1.8490987e-08	0	7.308056e-19	-1.4073436e-20	0	0.28	100	4e-09
0	0.63669807	0.6366964	0	5.152603e-19	-1.2677996e-20	0.7853982	0.28	100	4e-09
0	0.99946064	-1.4268565e-08	0	7.1858514e-19	-1.3560683e-20	0	0.27	100	4e-09
0	0.6377646	0.6377621	0	4.989031e-19	-1.2237435e-20	0.7853982	0.27	100	4e-09
0	0.99946064	-1.398741e-08	0	7.185851e-19	-1.3560683e-20	0	0.26	100	4e-09
0	0.6377646	0.6377621	0	4.989031e-19	-1.22374336e-20	0.7853982	0.26	100	4e-09
0	0.9993913	-1.4462891e-08	0	7.0835514e-19	-1.3048053e-20	0	0.25	100	4e-09
0	0.63776964	0.63776594	0	4.835607e-19	-1.1775728e-20	0.7853982	0.25	100	4e-09
0	0.9993913	-1.4462891e-08	0	7.0835514e-19	-1.3048053e-20	0	0.24	100	4e-09
0	0.6377695	0.6377657	0	4.8356064e-19	-1.1775725e-20	0.7853982	0.24	100	4e-09
0	0.9993375	-1.5509372e-08	0	6.9983724e-19	-1.253569e-20	0	0.23	100	4e-09
0	0.635571	0.63556564	0	4.666547e-19	-1.1274915e-20	0.7853982	0.23	100	4e-09
0	0.9993074	-1.6887983e-08	0	6.7229575e-19	-1.1512023e-20	0	0.22	100	4e-09
0	0.6347588	0.6347532	0	4.2933166e-19	-1.034128e-20	0.7853982	0.22	100	4e-09
0	0.9994097	-1.8799721e-08	0	6.6975424e-19	-1.1001502e-20	0	0.21	100	4e-09
0	0.6248923	0.6248881	0	4.0301087e-19	-9.728081e-21	0.7853982	0.21	100	4e-09
0	0.99989396	-1.1641532e-08	0	6.806049e-19	-1.0238916e-20	0	0.2	100	4e-09
0	0.59919596	0.5991953	0	3.510366e-19	-8.67728e-21	0.7853982	0.2	100	4e-09
0	0.99989396	-1.4621764e-08	0	6.806049e-19	-1.0238915e-20	0	0.19	100	4e-09
0	0.5991961	0.5991954	0	3.510366e-19	-8.677282e-21	0.7853982	0.19	100	4e-09
0	0.99988896	-1.4312957e-08	0	6.6198417e-19	-9.72692e-21	0	0.18	100	4e-09
0	0.6039255	0.603925	0	3.3985357e-19	-8.308484e-21	0.7853982	0.18	100	4e-09
0	0.99988896	-1.4312957e-08	0	6.6198417e-19	-9.72692e-21	0	0.17	100	4e-09
0	0.6039255	0.603925	0	3.3985357e-19	-8.308484e-21	0.7853982	0.17	100	4e-09
0	0.9998831	-7.657541e-09	0	6.450121e-19	-9.214924e-21	0	0.16	100	4e-09
0	0.6089183	0.6089179	0	3.3139647e-19	-7.936268e-21	0.7853982	0.16	100	4e-09
0	0.9998768	-1.144979e-08	0	6.2911464e-19	-8.702929e-21	0	0.15	100	4e-09
0	0.61343586	0.6134355	0	3.2298839e-19	-7.550974e-21	0.7853982	0.15	100	4e-09
0	0.99986845	-1.3737008e-08	0	6.1415674e-19	-8.190923e-21	0	0.14	100	4e-09
0	0.6162094	0.6162088	0	3.1227684e-19	-7.138928e-21	0.7853982	0.14	100	4e-09
0	0.9998567	-1.0772298e-08	0	6.0027355e-19	-7.678899e-21	0	0.13	100	4e-09
0	0.61538684	0.61538583	0	2.9689722e-19	-6.6838088e-21	0.7853982	0.13	100	4e-09
0	0.9999848	-2.6522446e-09	0	5.728011e-19	-5.8879108e-21	0	0.12	100	4e-09
0	0.5627588	0.5627588	0	1.8836792e-19	-4.6860303e-21	0.7853982	0.12	100	4e-09
0	0.9999848	-2.6522446e-09	0	5.728011e-19	-5.8879108e-21	0	0.11	100	4e-09
0	0.5627589	0.5627588	0	1.8836793e-19	-4.686031e-21	0.7853982	0.11	100	4e-09
