# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	E_custom (J)	Angle_bias (rad)	Field_bias (T)	Field_ext (T)	Angle_ext (rad)
0	-0.92347026	0.3824839	0	-1.864142e-17	6.3610076e-26	-1.9040273e-17	2.7488935	0.1	0.0003	1.1780972
0	-0.93256277	0.35972065	0	-1.8974536e-17	5.6360104e-23	-1.937338e-17	2.7734373	0.1	0.0003	1.1780972
0	-0.94108456	0.33676907	0	-1.9313802e-17	1.1255474e-22	-1.971264e-17	2.797981	0.1	0.0003	1.1780972
0	-0.94903505	0.31363663	0	-1.965883e-17	1.6863098e-22	-2.0057664e-17	2.8225245	0.1	0.0003	1.1780972
0	-0.9564084	0.2903464	0	-2.0009253e-17	2.245346e-22	-2.0408081e-17	2.8470683	0.1	0.0003	1.1780972
0	-0.96320605	0.26689985	0	-2.036465e-17	2.80264e-22	-2.0763477e-17	2.871612	0.1	0.0003	1.1780972
0	-0.96942544	0.2433105	0	-2.0724626e-17	3.3578815e-22	-2.1123457e-17	2.8961558	0.1	0.0003	1.1780972
0	-0.97506094	0.21960714	0	-2.1088784e-17	3.91041e-22	-2.148762e-17	2.9206994	0.1	0.0003	1.1780972
0	-0.98011374	0.19579253	0	-2.1456695e-17	4.4601777e-22	-2.1855538e-17	2.9452431	0.1	0.0003	1.1780972
0	-0.98458225	0.17188136	0	-2.1827933e-17	5.006859e-22	-2.2226788e-17	2.969787	0.1	0.0003	1.1780972
0	-0.98846656	0.14788036	0	-2.2202067e-17	5.550311e-22	-2.2600938e-17	2.9943304	0.1	0.0003	1.1780972
0	-0.9917646	0.123808436	0	-2.2578669e-17	6.0901137e-22	-2.2977562e-17	3.0188742	0.1	0.0003	1.1780972
0	-0.9944763	0.09967296	0	-2.2957301e-17	6.626113e-22	-2.3356222e-17	3.043418	0.1	0.0003	1.1780972
0	-0.99660116	0.07548487	0	-2.3337523e-17	7.158068e-22	-2.3736475e-17	3.0679617	0.1	0.0003	1.1780972
0	-0.9981382	0.051259555	0	-2.3718891e-17	7.6856494e-22	-2.4117882e-17	3.0925052	0.1	0.0003	1.1780972
0	-0.9990871	0.027010035	0	-2.4100971e-17	8.2085736e-22	-2.4500003e-17	3.117049	0.1	0.0003	1.1780972
0	-0.9994479	0.0027411955	0	-2.448331e-17	8.726737e-22	-2.488239e-17	3.1415927	0.1	0.0003	1.1780972
0	-0.99921995	-0.021533275	0	-2.4865476e-17	9.239847e-22	-2.5264609e-17	3.1661363	0.1	0.0003	1.1780972
0	-0.9984037	-0.045785714	0	-2.5247013e-17	9.747318e-22	-2.5646205e-17	3.19068	0.1	0.0003	1.1780972
0	-0.996999	-0.07002605	0	-2.5627483e-17	1.024936e-21	-2.602674e-17	3.2152238	0.1	0.0003	1.1780972
0	-0.9950057	-0.09423297	0	-2.6006448e-17	1.0745518e-21	-2.6405776e-17	3.2397673	0.1	0.0003	1.1780972
0	-0.9924234	-0.11840321	0	-2.6383467e-17	1.1235722e-21	-2.6782869e-17	3.264311	0.1	0.0003	1.1780972
0	-0.98925483	-0.14250311	0	-2.6758107e-17	1.171928e-21	-2.7157587e-17	3.2888548	0.1	0.0003	1.1780972
0	-0.98549795	-0.16654275	0	-2.7129923e-17	1.2196387e-21	-2.7529487e-17	3.3133986	0.1	0.0003	1.1780972
0	-0.9811548	-0.19049913	0	-2.7498494e-17	1.2666575e-21	-2.789815e-17	3.3379421	0.1	0.0003	1.1780972
0	-0.9762251	-0.21436465	0	-2.7863394e-17	1.3129679e-21	-2.8263137e-17	3.362486	0.1	0.0003	1.1780972
0	-0.97071105	-0.2381215	0	-2.8224203e-17	1.3585342e-21	-2.8624042e-17	3.3870296	0.1	0.0003	1.1780972
0	-0.96461254	-0.26176363	0	-2.85805e-17	1.403343e-21	-2.8980438e-17	3.4115732	0.1	0.0003	1.1780972
0	-0.95793104	-0.28527525	0	-2.893189e-17	1.4473628e-21	-2.9331927e-17	3.436117	0.1	0.0003	1.1780972
0	-0.9506701	-0.3086381	0	-2.9277972e-17	1.4905572e-21	-2.9678112e-17	3.4606607	0.1	0.0003	1.1780972
0	-0.9428286	-0.33184844	0	-2.9618337e-17	1.532918e-21	-3.001858e-17	3.4852045	0.1	0.0003	1.1780972
0	-0.9344118	-0.3548835	0	-2.995263e-17	1.574401e-21	-3.0352982e-17	3.509748	0.1	0.0003	1.1780972
0	-0.9254216	-0.3777321	0	-3.0280475e-17	1.6149843e-21	-3.068093e-17	3.5342917	0.1	0.0003	1.1780972
0	-0.91585976	-0.400383	0	-3.0601517e-17	1.6546459e-21	-3.1002074e-17	3.5588355	0.1	0.0003	1.1780972
0	-0.905731	-0.4228191	0	-3.091541e-17	1.6933533e-21	-3.1316072e-17	3.583379	0.1	0.0003	1.1780972
0	-0.89503914	-0.4450265	0	-3.1221823e-17	1.7310802e-21	-3.162259e-17	3.6079228	0.1	0.0003	1.1780972
0	-0.8837876	-0.4669923	0	-3.1520452e-17	1.7678025e-21	-3.1921313e-17	3.6324666	0.1	0.0003	1.1780972
0	-0.8719806	-0.48870236	0	-3.1810987e-17	1.8034939e-21	-3.2211945e-17	3.6570103	0.1	0.0003	1.1780972
0	-0.8596273	-0.5101356	0	-3.2093175e-17	1.8381177e-21	-3.2494225e-17	3.6815538	0.1	0.0003	1.1780972
0	-0.8467308	-0.53128195	0	-3.2366757e-17	1.8716555e-21	-3.2767893e-17	3.7060976	0.1	0.0003	1.1780972
0	-0.8333016	-0.5521206	0	-3.2631524e-17	1.9040718e-21	-3.303274e-17	3.7306414	0.1	0.0003	1.1780972
0	-0.8193431	-0.5726425	0	-3.288723e-17	1.9353508e-21	-3.3288524e-17	3.755185	0.1	0.0003	1.1780972
0	-0.80486596	-0.59282833	0	-3.313372e-17	1.965461e-21	-3.3535083e-17	3.7797287	0.1	0.0003	1.1780972
0	-0.78988135	-0.6126606	0	-3.3370858e-17	1.9943745e-21	-3.377229e-17	3.8042724	0.1	0.0003	1.1780972
0	-0.7743938	-0.63213027	0	-3.359847e-17	2.0220767e-21	-3.3999955e-17	3.828816	0.1	0.0003	1.1780972
0	-0.75842005	-0.65121466	0	-3.381652e-17	2.048534e-21	-3.4218057e-17	3.8533597	0.1	0.0003	1.1780972
0	-0.74196565	-0.66990566	0	-3.4024887e-17	2.073734e-21	-3.4426466e-17	3.8779035	0.1	0.0003	1.1780972
0	-0.7250425	-0.6881882	0	-3.4223526e-17	2.0976551e-21	-3.462514e-17	3.9024472	0.1	0.0003	1.1780972
0	-0.7076687	-0.7060425	0	-3.441249e-17	2.1202713e-21	-3.481413e-17	3.9269907	0.1	0.0003	1.1780972
0	-0.6898537	-0.7234581	0	-3.4591767e-17	2.1415692e-21	-3.4993426e-17	3.9515345	0.1	0.0003	1.1780972
0	-0.67161417	-0.7404198	0	-3.4761438e-17	2.16153e-21	-3.5163107e-17	3.9760783	0.1	0.0003	1.1780972
0	-0.6529803	-0.7569008	0	-3.4921785e-17	2.1801246e-21	-3.5323458e-17	4.000622	0.1	0.0003	1.1780972
0	-0.6339248	-0.77292603	0	-3.5072425e-17	2.1973815e-21	-3.5474087e-17	4.0251656	0.1	0.0003	1.1780972
0	-0.61448693	-0.788462	0	-3.5213767e-17	2.2132637e-21	-3.561542e-17	4.0497093	0.1	0.0003	1.1780972
0	-0.5946801	-0.8034995	0	-3.5345964e-17	2.2277642e-21	-3.5747593e-17	4.074253	0.1	0.0003	1.1780972
0	-0.574518	-0.81802976	0	-3.5469184e-17	2.2408761e-21	-3.5870787e-17	4.098797	0.1	0.0003	1.1780972
0	-0.55401736	-0.8320425	0	-3.5583652e-17	2.2525921e-21	-3.5985225e-17	4.12334	0.1	0.0003	1.1780972
0	-0.5331965	-0.84552735	0	-3.568964e-17	2.2629062e-21	-3.609117e-17	4.147884	0.1	0.0003	1.1780972
0	-0.5120666	-0.85847926	0	-3.578734e-17	2.271818e-21	-3.6188828e-17	4.1724277	0.1	0.0003	1.1780972
0	-0.49064517	-0.8708898	0	-3.5877057e-17	2.2793247e-21	-3.6278494e-17	4.1969714	0.1	0.0003	1.1780972
0	-0.4689476	-0.88275254	0	-3.5959076e-17	2.2854261e-21	-3.636046e-17	4.221515	0.1	0.0003	1.1780972
0	-0.44699097	-0.89406055	0	-3.6033738e-17	2.290123e-21	-3.6435066e-17	4.246059	0.1	0.0003	1.1780972
0	-0.42478725	-0.90481055	0	-3.610131e-17	2.2934182e-21	-3.6502574e-17	4.2706027	0.1	0.0003	1.1780972
0	-0.4023491	-0.9149986	0	-3.616209e-17	2.2953151e-21	-3.6563292e-17	4.295146	0.1	0.0003	1.1780972
0	-0.37969676	-0.924618	0	-3.62165e-17	2.2958172e-21	-3.661764e-17	4.3196898	0.1	0.0003	1.1780972
0	-0.35684523	-0.93366516	0	-3.6264908e-17	2.2949294e-21	-3.6665985e-17	4.3442335	0.1	0.0003	1.1780972
0	-0.33380002	-0.9421402	0	-3.6307545e-17	2.2926575e-21	-3.6708555e-17	4.3687773	0.1	0.0003	1.1780972
0	-0.3105843	-0.9500367	0	-3.6344917e-17	2.289008e-21	-3.674586e-17	4.393321	0.1	0.0003	1.1780972
0	-0.28720498	-0.9573548	0	-3.6377296e-17	2.2839878e-21	-3.6778174e-17	4.417865	0.1	0.0003	1.1780972
0	-0.2636823	-0.9640903	0	-3.6405172e-17	2.2776047e-21	-3.6805987e-17	4.4424086	0.1	0.0003	1.1780972
0	-0.2400207	-0.9702438	0	-3.642879e-17	2.2698644e-21	-3.6829545e-17	4.466952	0.1	0.0003	1.1780972
0	-0.21624382	-0.97581095	0	-3.6448705e-17	2.2607787e-21	-3.68494e-17	4.4914956	0.1	0.0003	1.1780972
0	-0.19235775	-0.9807923	0	-3.646521e-17	2.2503545e-21	-3.686585e-17	4.5160394	0.1	0.0003	1.1780972
0	-0.16837654	-0.9851865	0	-3.6478728e-17	2.2386003e-21	-3.6879315e-17	4.540583	0.1	0.0003	1.1780972
0	-0.14431103	-0.988993	0	-3.6489633e-17	2.2255246e-21	-3.689017e-17	4.565127	0.1	0.0003	1.1780972
0	-0.12018918	-0.99220884	0	-3.6498574e-17	2.211146e-21	-3.6899065e-17	4.5896707	0.1	0.0003	1.1780972
0	-0.0959822	-0.9948385	0	-3.6505313e-17	2.1954488e-21	-3.690576e-17	4.6142144	0.1	0.0003	1.1780972
0	-0.071740754	-0.99687696	0	-3.651086e-17	2.1784672e-21	-3.691127e-17	4.6387577	0.1	0.0003	1.1780972
0	-0.04746801	-0.9983251	0	-3.6515484e-17	2.160205e-21	-3.6915863e-17	4.6633015	0.1	0.0003	1.1780972
0	-0.023170179	-0.9991831	0	-3.6519498e-17	2.1406683e-21	-3.691985e-17	4.687845	0.1	0.0003	1.1780972
0	0.0011370183	-0.9994507	0	-3.652338e-17	2.1198708e-21	-3.6923705e-17	4.712389	0.1	0.0003	1.1780972
0	0.025436036	-0.99912804	0	-3.6527624e-17	2.097828e-21	-3.692793e-17	4.7369328	0.1	0.0003	1.1780972
0	0.049735118	-0.9982149	0	-3.6532313e-17	2.0745318e-21	-3.6932605e-17	4.7614765	0.1	0.0003	1.1780972
0	0.07400328	-0.9967118	0	-3.653816e-17	2.050011e-21	-3.6938445e-17	4.7860203	0.1	0.0003	1.1780972
0	0.09823375	-0.9946191	0	-3.6545495e-17	2.0242721e-21	-3.6945774e-17	4.8105636	0.1	0.0003	1.1780972
0	0.12242362	-0.991936	0	-3.655457e-17	1.9973162e-21	-3.695485e-17	4.8351073	0.1	0.0003	1.1780972
0	0.14654511	-0.9886649	0	-3.6566035e-17	1.9691727e-21	-3.6966318e-17	4.859651	0.1	0.0003	1.1780972
0	0.17059423	-0.9848055	0	-3.6580167e-17	1.9398444e-21	-3.698046e-17	4.884195	0.1	0.0003	1.1780972
0	0.19455715	-0.9803591	0	-3.659738e-17	1.909346e-21	-3.699768e-17	4.9087386	0.1	0.0003	1.1780972
0	0.21842344	-0.97532606	0	-3.6618038e-17	1.877688e-21	-3.7018357e-17	4.9332824	0.1	0.0003	1.1780972
