# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	a1 (rad)	a2 (rad)	a3 (rad)	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()	m.region3x ()	m.region3y ()	m.region3z ()	roundness ()	size (m)	Cell_size (m)	var1-d (nm)	var2-s (nm)
0	0.4159733	0.048779752	0	-2.3578782e-17	-2.6072374e-17	0	4.712389	1.5707964	0.9880273	0.09722211	0	0.26227286	-0.95882875	0	0.0012130488	0.9997076	0	0.66	100	2e-09	0	125
0	0.41948953	0.567983	0	-2.3545276e-17	-2.6071975e-17	1.5707964	0	1.5707964	0.2963221	0.94869804	0	0.9621496	-0.24818149	0	0.0035999087	0.99969226	0	0.66	100	2e-09	0	125
0	3.9045212e-06	0.9947594	0	-2.3448727e-17	-2.6071861e-17	1.5707964	1.5707964	1.5707964	2.9080318e-06	0.9923922	0	8.806263e-06	0.9921551	0	3.2443165e-08	0.999688	0	0.66	100	2e-09	0	125
0	-0.4195108	0.56796557	0	-2.3545278e-17	-2.6071975e-17	1.5707964	3.1415927	1.5707964	-0.2963938	0.9486764	0	-0.962142	-0.24821219	0	-0.0035999008	0.99969226	0	0.66	100	2e-09	0	125
0	-2.6619139e-06	0.33503014	0	-2.359606e-17	-2.6072397e-17	1.5707964	4.712389	1.5707964	-2.1343146e-06	0.9929364	0	-5.8533255e-06	-0.99331295	0	-2.0806775e-08	0.99970853	0	0.66	100	2e-09	0	125
0	-0.0063116183	0.27119473	0	-2.3443743e-17	-2.607201e-17	3.1415927	0	1.5707964	-0.9925525	0.020565456	0	0.9703336	-0.21298622	0	0.0032016248	0.9996937	0	0.66	100	2e-09	0	125
0	-0.65907925	0.2974942	0	-2.3616953e-17	-2.6071906e-17	3.1415927	1.5707964	1.5707964	-0.9927094	-0.0010889359	0	-0.9862828	-0.112201415	0	-0.003921586	0.9996896	0	0.66	100	2e-09	0	125
0	-0.65908015	0.2975044	0	-2.3616948e-17	-2.6071902e-17	3.1415927	3.1415927	1.5707964	-0.9927094	-0.0010818142	0	-0.9862854	-0.11217792	0	-0.0039215987	0.99968964	0	0.66	100	2e-09	0	125
0	-0.4159738	0.048778057	0	-2.3578782e-17	-2.6072374e-17	3.1415927	4.712389	1.5707964	-0.98802775	0.09721672	0	-0.262274	-0.95882845	0	-0.0012130524	0.99970746	0	0.66	100	2e-09	0	125
0	0.43368003	0.013992181	0	-2.3544689e-17	-2.6071907e-17	4.712389	0	1.5707964	0.3090556	-0.94471174	0	0.9919872	-0.021541039	0	0.0037219888	0.9996898	0	0.66	100	2e-09	0	125
0	3.187365e-06	0.3349587	0	-2.3526797e-17	-2.6071884e-17	4.712389	1.5707964	1.5707964	2.4112956e-06	-0.9929488	0	7.152004e-06	0.9923773	0	2.5930763e-08	0.99968874	0	0.66	100	2e-09	0	125
0	-0.4336857	0.013993653	0	-2.3544692e-17	-2.607191e-17	4.712389	3.1415927	1.5707964	-0.30907273	-0.9447062	0	-0.9919872	-0.021542056	0	-0.0037219948	0.99968976	0	0.66	100	2e-09	0	125
0	-3.143955e-06	-0.3245854	0	-2.3535753e-17	-2.6072417e-17	4.712389	4.712389	1.5707964	-2.6143055e-06	-0.9924457	0	-6.8194945e-06	-0.9924925	0	-2.481946e-08	0.9997091	0	0.66	100	2e-09	0	125
0	0.6613561	0.3003975	0	-2.3388573e-17	-2.58476e-17	0	0	1.5707964	0.9927086	-0.0016859433	0	0.9879449	-0.09679661	0	0.0034148563	0.99967504	0	0.66	100	2e-09	0	130
0	0.6613554	0.30038786	0	-2.3388572e-17	-2.58476e-17	0	1.5707964	1.5707964	0.9927086	-0.0016932351	0	0.98794276	-0.09681828	0	0.0034148484	0.99967504	0	0.66	100	2e-09	0	130
0	0.0044089234	0.27821797	0	-2.3214912e-17	-2.5847675e-17	0	3.1415927	1.5707964	0.9926415	0.015732396	0	-0.97665906	-0.18075651	0	-0.0027556152	0.9996781	0	0.66	100	2e-09	0	130
0	0.41853735	0.046691027	0	-2.3346278e-17	-2.5847957e-17	0	4.712389	1.5707964	0.987952	0.097999245	0	0.2665717	-0.95761514	0	0.0010884632	0.999689	0	0.66	100	2e-09	0	130
0	0.4229209	0.5731861	0	-2.3316473e-17	-2.5847649e-17	1.5707964	0	1.5707964	0.2986568	0.9479825	0	0.9669749	-0.22810128	0	0.0031310285	0.99967706	0	0.66	100	2e-09	0	130
0	2.9739988e-06	0.99476254	0	-2.3226459e-17	-2.5847545e-17	1.5707964	1.5707964	1.5707964	2.153771e-06	0.9923948	0	6.747469e-06	0.9922199	0	2.1007779e-08	0.99967307	0	0.66	100	2e-09	0	130
0	-0.4229083	0.5731852	0	-2.3316473e-17	-2.5847649e-17	1.5707964	3.1415927	1.5707964	-0.29862222	0.9479932	0	-0.9669719	-0.2281143	0	-0.0031310073	0.999677	0	0.66	100	2e-09	0	130
