# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Length (nm)
9.214020395738609e-08	0.9716474	-0.12377824	-0.005295294	3.251113e-18	-0	65
9.215009601820722e-08	0.96938145	-0.12688005	-0.004841522	3.6735546e-18	-0	65
9.216015076647785e-08	0.9679315	-0.12519552	-0.0054719904	2.1696663e-19	-0	65
9.217001455148058e-08	0.9672729	-0.122030035	-0.00432442	2.6642288e-18	-0	65
9.21800677612523e-08	0.9701729	-0.12360603	0.0002072591	1.0986028e-18	-0	65
9.219002664703634e-08	0.9716974	-0.11279584	0.0022990778	3.1687616e-18	-0	65
9.220009038486214e-08	0.9711621	-0.12716264	0.02369998	3.718841e-18	-0	65
9.221009262975848e-08	0.9685814	-0.14851399	0.019508291	2.6558466e-18	-0	65
9.22200726356549e-08	0.9618868	-0.17671783	0.022757513	1.6297013e-18	-0	65
9.223003145833026e-08	0.9563854	-0.18940678	0.024670532	2.6283416e-18	-0	65
9.224001360286138e-08	0.94163316	-0.24083549	0.036685348	2.0789284e-18	-0	65
9.22501529041432e-08	0.92581725	-0.290988	0.037495077	2.1349091e-18	-0	65
9.226006017594865e-08	0.915056	-0.3327777	0.03341433	1.0357246e-18	-0	65
9.227011949763727e-08	0.9084851	-0.3629382	0.024109261	2.523523e-18	-0	65
9.228018803642264e-08	0.902091	-0.38827166	0.02175671	1.8326743e-18	-0	65
9.22901295506684e-08	0.8920293	-0.40614146	0.02919687	2.2056843e-18	-0	65
9.23000376509194e-08	0.87052125	-0.44149768	0.03505302	1.9470078e-18	-0	65
9.231020220079978e-08	0.84180164	-0.4808715	0.018850699	1.6919127e-18	-0	65
9.232015205103854e-08	0.8333568	-0.4861393	0.010164769	2.5552426e-18	-0	65
9.233010284253897e-08	0.8230416	-0.5019545	0.017405752	3.676833e-18	-0	65
9.234000193673472e-08	0.809506	-0.51828116	0.013267737	1.7412245e-18	-0	65
9.235018331320517e-08	0.8058798	-0.52663386	0.008127242	1.7244204e-18	-0	65
9.236005709236772e-08	0.8040424	-0.5364068	0.0069408	3.2257569e-18	-0	65
9.237018262352144e-08	0.80861205	-0.5332279	0.00029977452	2.3095305e-18	-0	65
9.238018957020855e-08	0.8176199	-0.52502465	-0.004423724	2.4917097e-18	-0	65
9.239017610845521e-08	0.8317893	-0.503206	-0.012747605	2.2777314e-18	-0	65
9.240007001200793e-08	0.8424492	-0.49097627	-0.01389364	3.3823907e-18	-0	65
9.24100840714321e-08	0.85341156	-0.4847085	-0.0007094015	1.9027257e-18	-0	65
9.242004052841232e-08	0.8547806	-0.48644903	-0.0058440478	2.757029e-18	-0	65
9.243000974348242e-08	0.86205447	-0.47488883	-0.003713546	2.3094076e-18	-0	65
9.244006433068436e-08	0.86402816	-0.47049284	-0.008752869	3.3116165e-18	-0	65
9.245008789284997e-08	0.8661887	-0.45627666	-0.0082890205	3.2100584e-18	-0	65
9.246015626473899e-08	0.8727626	-0.44004744	-0.026472492	2.9491353e-18	-0	65
9.247002850041457e-08	0.88590044	-0.41414452	-0.019401563	2.2568076e-18	-0	65
9.248007588395522e-08	0.90163565	-0.38444433	-0.023045648	2.3632461e-18	-0	65
9.249012562794084e-08	0.90621257	-0.37789518	-0.01195686	3.454492e-18	-0	65
9.250004191652506e-08	0.91378075	-0.3612077	-0.01903698	2.7726312e-18	-0	65
9.251008566443474e-08	0.92330116	-0.33487603	-0.012811283	2.6389686e-18	-0	65
9.252004516478621e-08	0.9285699	-0.32065263	-0.0136631755	2.8127572e-18	-0	65
9.253001918552451e-08	0.9338629	-0.29451153	-0.019914055	3.531929e-18	-0	65
9.254018119112661e-08	0.9447162	-0.24634239	-0.0347198	3.3506657e-18	-0	65
9.255017495086222e-08	0.95826226	-0.19627087	-0.042078868	2.1515696e-18	-0	65
9.256013278237812e-08	0.9689776	-0.14752038	-0.038134605	2.4283932e-18	-0	65
9.257004119482562e-08	0.9751329	-0.105106294	-0.027877504	2.7804862e-18	-0	65
9.258016521306332e-08	0.9803055	-0.059294406	-0.021405024	3.1114405e-18	-0	65
9.259011987952136e-08	0.97767943	-0.04232353	-0.009589816	3.1123434e-18	-0	65
9.260000738168499e-08	0.9775259	-0.024828393	-0.0115178935	3.8894967e-18	-0	65
9.261012601994133e-08	0.9789759	-0.0064231874	-0.023140194	1.711595e-18	-0	65
9.26200354063864e-08	0.97615075	0.021761315	-0.027721938	3.7468047e-18	-0	65
9.263011820546033e-08	0.97505933	0.06873534	-0.027308686	2.4600887e-18	-0	65
9.264013239347259e-08	0.97142637	0.11418975	-0.031340256	1.4216322e-18	-0	65
9.265003976244537e-08	0.9637188	0.17133965	-0.04306046	2.6117291e-18	-0	65
9.266010870144672e-08	0.951885	0.22165841	-0.040212534	4.312976e-18	-0	65
9.267014759294786e-08	0.94117415	0.27046308	-0.028501246	1.9926551e-18	-0	65
9.268008586198642e-08	0.931376	0.2967708	-0.01770776	1.4776098e-18	-0	65
9.269018655041418e-08	0.92777556	0.31434917	-0.015310819	1.762351e-18	-0	65
9.270012466101139e-08	0.9223165	0.33518803	-0.01269346	2.3618935e-18	-0	65
9.271004011532835e-08	0.91192126	0.35471168	-0.010262255	3.0288114e-18	-0	65
9.272001671652362e-08	0.90413	0.3638437	-0.009533641	2.2250197e-18	-0	65
9.273013892024089e-08	0.8957827	0.37348938	-0.0064255726	1.6293503e-18	-0	65
9.27401769634585e-08	0.8904081	0.3712642	-0.005305285	2.5891378e-18	-0	65
9.275017833600934e-08	0.8987237	0.35449517	0.010397933	2.2085724e-18	-0	65
9.276013295817035e-08	0.90880376	0.34878394	0.0013137689	2.8520267e-18	-0	65
9.277000755065498e-08	0.91673607	0.34050575	0.0077883	2.4234895e-18	-0	65
9.27800881018201e-08	0.92612404	0.32293838	0.013306529	1.7132975e-18	-0	65
9.27900254492586e-08	0.9396339	0.28593886	0.025966782	1.8360202e-18	-0	65
9.280004965612267e-08	0.94886625	0.24067461	0.032634426	2.4803575e-18	-0	65
9.281008030909117e-08	0.9550448	0.19650006	0.0347371	1.9751485e-18	-0	65
9.282014876714852e-08	0.95813406	0.16058426	0.03371359	2.6114675e-18	-0	65
9.283007919513342e-08	0.9632359	0.11462274	0.018796178	3.6728e-18	-0	65
9.28400271069397e-08	0.96698076	0.08225534	0.018035356	1.0550938e-18	-0	65
9.285006793730066e-08	0.96523046	0.054628808	0.02494833	1.4662281e-18	-0	65
9.286000645179073e-08	0.9717823	0.02228766	0.025008935	2.5167307e-18	-0	65
9.287001775081267e-08	0.9764013	-0.018036027	0.0354428	2.7253004e-18	-0	65
9.288015314866962e-08	0.9800396	-0.061855473	0.023808356	1.7047111e-18	-0	65
9.289015919794247e-08	0.9787422	-0.08503637	0.02154899	1.7398456e-18	-0	65
9.29000236969991e-08	0.9769477	-0.11016629	0.021426566	3.0119433e-18	-0	65
9.291014373080422e-08	0.9708282	-0.12834722	0.019504204	1.5265256e-18	-0	65
9.29200152840163e-08	0.96626014	-0.15673776	0.028533297	2.3109466e-18	-0	65
9.293019844847739e-08	0.9577477	-0.19260289	0.02188918	2.747623e-18	-0	65
9.294003842038965e-08	0.9520353	-0.21516688	0.015901802	2.230925e-18	-0	65
9.295012811084925e-08	0.945079	-0.2543826	0.011902202	2.2083836e-18	-0	65
9.29600921514905e-08	0.9386381	-0.27305084	0.016997915	3.929045e-18	-0	65
9.297008077020551e-08	0.93127775	-0.29667497	0.023136891	3.6349377e-18	-0	65
9.298002387112018e-08	0.92235035	-0.33361825	0.022572165	1.8848127e-18	-0	65
9.299011136163555e-08	0.9158685	-0.35017607	0.023251964	1.3766688e-18	-0	65
9.300012133389086e-08	0.9106588	-0.3661189	0.007876375	2.6330613e-18	-0	65
9.301004598369217e-08	0.90431994	-0.37763062	0.0023481275	2.3169244e-18	-0	65
9.302007461229838e-08	0.9035507	-0.37989065	-0.00062357646	1.700393e-18	-0	65
9.303016626890452e-08	0.9105217	-0.36585099	-0.015192134	2.2438287e-18	-0	65
9.304008227024409e-08	0.91727114	-0.34935907	-0.0050593605	1.8782447e-18	-0	65
9.305002175608175e-08	0.9143026	-0.3536064	-0.0006196071	2.2061362e-18	-0	65
9.306011315063666e-08	0.92192286	-0.33589113	-0.015951926	2.8318317e-18	-0	65
9.307015586154926e-08	0.9317575	-0.3141012	-0.022043213	1.6987296e-18	-0	65
9.308005767246024e-08	0.9359949	-0.29469132	-0.0053973566	2.8968529e-18	-0	65
9.309018443068416e-08	0.9308796	-0.30315295	-0.005977132	1.9312424e-18	-0	65
9.310017652253254e-08	0.9350081	-0.29670078	-0.0021499696	2.1868197e-18	-0	65
9.311015700705044e-08	0.9318342	-0.30158606	0.0006435205	2.2496556e-18	-0	65
9.312010770153572e-08	0.9342689	-0.2914808	-0.012766087	2.6193656e-18	-0	65
9.313013735611844e-08	0.94025886	-0.2730661	-0.01692855	2.7290626e-18	-0	65
9.314018888605145e-08	0.9482904	-0.23886573	-0.022474768	2.4677761e-18	-0	65
9.315016783023862e-08	0.9556162	-0.21271503	-0.028704481	1.855992e-18	-0	65
9.316010312619435e-08	0.96571255	-0.16502325	-0.033446565	2.5330986e-18	-0	65
9.317000370841781e-08	0.97085327	-0.12530595	-0.028510358	3.104449e-18	-0	65
9.31800677839497e-08	0.9749869	-0.10200485	-0.01989271	1.6533631e-18	-0	65
9.31901846845054e-08	0.9780142	-0.06963105	-0.016746648	2.2311036e-18	-0	65
9.320013584488217e-08	0.97293323	-0.04880683	-0.01667357	2.0607094e-18	-0	65
9.321002029903285e-08	0.9723369	-0.023620356	-0.01551423	1.5565806e-18	-0	65
9.322013950408188e-08	0.9754793	-0.012799082	-0.0061409413	2.4031669e-18	-0	65
9.323008297856588e-08	0.97822064	-0.0044405325	-0.018842345	2.9335257e-18	-0	65
9.324004092718104e-08	0.97945976	0.024830315	-0.0075650434	2.7302823e-18	-0	65
9.325018148538627e-08	0.9775591	0.039806034	-0.020268302	5.974299e-19	-0	65
9.326010707813721e-08	0.9762713	0.06663176	-0.015794696	2.081764e-18	-0	65
9.327001896900649e-08	0.971426	0.09648163	-0.0141450735	1.4424638e-18	-0	65
9.328000398874304e-08	0.9690769	0.09216647	0.002746592	2.6974378e-18	-0	65
9.329014219608937e-08	0.97075135	0.08669025	0.000763449	1.6312371e-18	-0	65
9.33002006492531e-08	0.9751954	0.09405383	-0.0023857674	1.567114e-18	-0	65
9.331015183940903e-08	0.9765798	0.10413693	-0.016957127	2.2666362e-18	-0	65
9.33201194455344e-08	0.97122335	0.12485694	-0.015192736	3.864543e-18	-0	65
9.333013506241385e-08	0.966508	0.12943894	-0.004221098	2.6332091e-18	-0	65
9.334016306701867e-08	0.9635033	0.12849613	-0.0003849439	2.7215894e-18	-0	65
9.335016512953351e-08	0.9603282	0.13488634	0.006509091	1.620383e-18	-0	65
9.336007415807758e-08	0.9674925	0.12187046	0.02291987	2.148002e-18	-0	65
9.337019830290004e-08	0.97316533	0.08789906	0.014250893	3.8659978e-18	-0	65
9.338014988597479e-08	0.9746737	0.064611286	0.00910216	2.4957387e-18	-0	65
9.339011470313413e-08	0.9745283	0.07796953	-0.011872111	3.0218926e-18	-0	65
9.340004819554174e-08	0.97427243	0.09113258	-0.011682425	3.1318479e-18	-0	65
9.341015750095039e-08	0.9736286	0.08453998	-0.00088822003	2.6776223e-18	-0	65
9.34200449025097e-08	0.9727123	0.071751416	0.0024887864	1.2642058e-18	-0	65
9.343017344683325e-08	0.9712639	0.06664323	0.007431177	2.2193661e-18	-0	65
9.34401099614883e-08	0.9678195	0.06543176	0.0043662707	3.5153216e-18	-0	65
9.345004909629245e-08	0.9661355	0.06819419	-0.00037063076	1.50572e-18	-0	65
9.346001123931482e-08	0.96794903	0.07400768	-0.013577933	1.7497434e-18	-0	65
9.34701570562034e-08	0.96899647	0.093398646	-0.00898708	1.067835e-18	-0	65
9.348006412320288e-08	0.9662608	0.096427605	-0.0038854869	2.7703081e-18	-0	65
9.349003649335567e-08	0.9619676	0.10348327	-0.0107023	3.4094443e-18	-0	65
9.35001510229804e-08	0.96090966	0.116496444	-0.008580595	1.970497e-18	-0	65
9.351001883997955e-08	0.9606688	0.14842516	-0.011330236	3.1154842e-18	-0	65
9.352003780511339e-08	0.9599127	0.16731489	0.0033693302	2.6287182e-18	-0	65
9.353015445100053e-08	0.96278656	0.15889479	0.0051953094	2.3966839e-18	-0	65
9.354004225023832e-08	0.9639767	0.1444525	0.007779248	2.4250398e-18	-0	65
9.355013259980565e-08	0.9681102	0.12823787	0.014746958	3.2225375e-18	-0	65
9.356000175904789e-08	0.97154504	0.11112806	0.01363607	3.1539694e-18	-0	65
9.357011454687244e-08	0.97859097	0.085739486	0.0144772725	3.0579713e-18	-0	65
9.358011317658784e-08	0.9796105	0.059513856	0.015761737	2.629369e-18	-0	65
9.359001959662863e-08	0.9779863	0.031866655	0.011397992	2.3194045e-18	-0	65
9.36001044325511e-08	0.9758583	0.028636554	-0.002078412	1.4104876e-18	-0	65
9.361007329116501e-08	0.97795296	0.030549822	0.0036931087	1.8893047e-18	-0	65
9.362000420555884e-08	0.977009	0.005757488	0.0076013957	1.498199e-18	-0	65
9.363012366242586e-08	0.9766204	0.011070334	0.004503741	2.8889847e-18	-0	65
9.36400530635472e-08	0.9786602	0.013137122	-0.0012954286	2.062379e-18	-0	65
9.365013069899159e-08	0.9793063	0.019686837	-0.004793151	2.3763855e-18	-0	65
9.366014515029799e-08	0.97841656	0.029894391	-0.018604716	3.0022704e-18	-0	65
9.367015012924482e-08	0.9784076	0.06259291	-0.02636474	3.2852994e-18	-0	65
9.368005575357602e-08	0.97665673	0.0861853	-0.018216651	2.1288595e-18	-0	65
9.369003286643257e-08	0.9732693	0.10034522	-0.01849265	2.2482792e-18	-0	65
9.37000767872186e-08	0.9682084	0.116847835	-0.015964704	2.1416984e-18	-0	65
9.371004333165258e-08	0.97050476	0.11838854	-0.010396014	2.116892e-18	-0	65
9.372003570862152e-08	0.97201586	0.1197374	-0.0019402957	9.440538e-19	-0	65
9.373018861040429e-08	0.9746881	0.10961016	-0.0011422414	2.6031455e-18	-0	65
9.374000873023563e-08	0.97648495	0.09527739	-0.005370681	2.7360705e-18	-0	65
9.375008579133418e-08	0.9778748	0.08359312	0.0027217886	1.2925548e-18	-0	65
9.376015154969775e-08	0.97492474	0.09824891	-0.011926569	2.4921734e-18	-0	65
9.377007459763185e-08	0.9739683	0.11740216	-0.014566546	1.8392349e-18	-0	65
9.378000479983132e-08	0.97165334	0.14118695	-0.0007684524	3.187579e-18	-0	65
9.37901497992625e-08	0.96917224	0.13538171	-0.004428695	2.4495421e-18	-0	65
9.380007276687907e-08	0.96819365	0.14136697	0.0009993536	2.4464164e-18	-0	65
9.381018247401159e-08	0.9650598	0.15691121	-0.011444099	2.0422545e-18	-0	65
9.382001803499997e-08	0.96877176	0.16310376	-0.00017775633	2.6513364e-18	-0	65
9.383005944527137e-08	0.9688461	0.15810598	0.0011540548	4.981424e-18	-0	65
9.384006123312957e-08	0.97081625	0.14491329	0.011341876	2.1575416e-18	-0	65
9.385017106243508e-08	0.97407836	0.12630285	0.021229085	1.1644472e-18	-0	65
9.386012697798874e-08	0.9773107	0.1014102	0.024392834	1.5072527e-18	-0	65
9.387010208072735e-08	0.97965145	0.07445399	0.016089078	2.068907e-18	-0	65
9.388001143402682e-08	0.9812387	0.044608958	0.012042938	2.041146e-18	-0	65
9.389018973290176e-08	0.9784445	0.016149547	0.014957046	2.8361118e-18	-0	65
9.390000179750183e-08	0.98066044	-0.0077979197	0.017576396	2.5063562e-18	-0	65
9.39100451744285e-08	0.97933066	-0.023148801	0.006958311	1.016486e-18	-0	65
9.39200047249563e-08	0.97692895	-0.03502353	0.01147237	2.6321055e-18	-0	65
9.393002198806718e-08	0.97560847	-0.051164836	0.020924607	2.3665565e-18	-0	65
9.394003660688195e-08	0.97416115	-0.0849676	0.026960857	2.762497e-18	-0	65
9.395018813096052e-08	0.9744333	-0.11446369	0.0065901927	2.9544486e-18	-0	65
9.396001731796046e-08	0.974309	-0.12581566	0.011107628	1.783796e-18	-0	65
9.397013090064853e-08	0.9726245	-0.12123001	0.012089839	4.0491728e-18	-0	65
9.398003838784961e-08	0.96995914	-0.13255095	0.005303035	2.3239836e-18	-0	65
9.399018515799124e-08	0.96931314	-0.13519774	0.010938355	1.920591e-18	-0	65
9.400007974289595e-08	0.9672611	-0.14298394	0.014666538	2.4351817e-18	-0	65
9.401004300194908e-08	0.9677667	-0.14401615	-0.0034339456	2.0655906e-18	-0	65
9.402005329391826e-08	0.9684805	-0.13163628	-0.005675667	3.313644e-18	-0	65
9.403016512054599e-08	0.96590656	-0.13490242	0.0016828537	3.603305e-18	-0	65
9.404004248271719e-08	0.9674373	-0.13784336	-0.001417017	6.6511303e-19	-0	65
9.4050091170337e-08	0.97097754	-0.13097842	-0.0024727003	2.8950738e-18	-0	65
9.406017411079451e-08	0.9677326	-0.14160468	-0.0048019364	3.1261033e-18	-0	65
9.407009680195721e-08	0.96843624	-0.14939281	-0.00361364	2.2716208e-18	-0	65
9.408015329921723e-08	0.9685316	-0.14470579	-0.0059649847	2.2624033e-18	-0	65
9.409000942998546e-08	0.96826506	-0.15021375	0.0061643342	2.6340016e-18	-0	65
9.410010428938925e-08	0.9706657	-0.15280016	0.0028758843	2.3053474e-18	-0	65
9.411001375603572e-08	0.9705869	-0.14996591	0.008312861	2.0758648e-18	-0	65
9.412006582894515e-08	0.9689993	-0.14070077	-0.0017049722	2.7277023e-18	-0	65
9.41300512591496e-08	0.96336544	-0.16039684	0.0016208828	2.9262935e-18	-0	65
9.414015178436854e-08	0.9643914	-0.13937242	-3.4378124e-06	1.8735389e-18	-0	65
9.415018203509194e-08	0.9687364	-0.123851515	-0.011010458	3.0368141e-18	-0	65
9.416012080769989e-08	0.9703607	-0.10647607	-0.008833653	2.7086424e-18	-0	65
9.417001884915526e-08	0.9654577	-0.1106907	-0.0062032337	3.4357288e-18	-0	65
9.418012563459276e-08	0.9671363	-0.1071419	-0.021670401	3.0950327e-18	-0	65
9.419012163530874e-08	0.9741904	-0.08596242	-0.023799341	3.0118477e-18	-0	65
9.42000304797395e-08	0.9791083	-0.072886795	-0.025557652	1.2294729e-18	-0	65
9.421009521543998e-08	0.9817073	-0.04119146	-0.025233144	1.1541148e-18	-0	65
9.422016666646794e-08	0.98106766	-0.01197519	-0.018543445	2.8836776e-18	-0	65
9.423009165718077e-08	0.9763461	0.02346793	-0.027278893	1.9009928e-18	-0	65
9.424019753874111e-08	0.9721063	0.0562265	-0.036459357	3.2204668e-18	-0	65
9.425004953944818e-08	0.96522164	0.111515634	-0.04343754	2.1642595e-18	-0	65
9.42600332052509e-08	0.95927525	0.15740994	-0.031923752	2.1193308e-18	-0	65
9.42701752995165e-08	0.95304865	0.19411547	-0.0311758	2.8262274e-18	-0	65
9.428013857019021e-08	0.94955146	0.21699981	-0.031560354	3.0842453e-18	-0	65
9.429003411849079e-08	0.94742525	0.2450155	-0.018593278	7.2669e-19	-0	65
9.430006493776005e-08	0.944074	0.26833057	-0.009253416	1.7878307e-18	-0	65
9.43101454667086e-08	0.9455397	0.26065633	0.007820967	2.9091828e-18	-0	65
9.432006876953999e-08	0.9462579	0.24618335	0.0034505862	3.254441e-18	-0	65
9.433016199719368e-08	0.9501432	0.22651939	0.012155849	9.545449e-19	-0	65
9.434007893627422e-08	0.94848275	0.23554067	0.0030097887	2.1418626e-18	-0	65
9.435011506827345e-08	0.948923	0.23900253	0.01142931	2.7580402e-18	-0	65
9.436008777868994e-08	0.95006156	0.23582026	0.00386553	2.0475357e-18	-0	65
9.437005848694764e-08	0.94911337	0.23595925	0.010386346	2.8149998e-18	-0	65
9.438001735581413e-08	0.9495582	0.2346729	0.0011174615	2.5710812e-18	-0	65
9.439007472509988e-08	0.9523899	0.23668373	0.0011983224	2.074992e-18	-0	65
9.440002050221067e-08	0.9511201	0.2426704	0.0053371782	2.994846e-18	-0	65
9.441015350082975e-08	0.9524854	0.24512596	-0.0056433105	2.898102e-18	-0	65
9.442008280373446e-08	0.9469246	0.2629827	-0.0017891868	1.7310249e-18	-0	65
9.443015386181283e-08	0.9428458	0.26601836	0.005162845	2.0222546e-18	-0	65
9.444014735524901e-08	0.9443489	0.25535017	0.0071058683	1.6588936e-18	-0	65
9.445015195746664e-08	0.9405135	0.25507933	0.0058557414	2.2052898e-18	-0	65
9.446003793699763e-08	0.9375132	0.24847968	0.0103488285	2.8056275e-18	-0	65
9.447015794241943e-08	0.93712	0.2372206	0.01035123	2.243907e-18	-0	65
9.448018669817123e-08	0.9426644	0.22653118	0.0066158907	2.173108e-18	-0	65
9.449013185280985e-08	0.9467431	0.22723714	0.00044899108	1.6854711e-18	-0	65
9.450002398141894e-08	0.9499402	0.22646888	0.0021678759	1.9990768e-18	-0	65
9.451011722181124e-08	0.95443445	0.21579935	0.009012278	2.676823e-18	-0	65
9.45200587215793e-08	0.9611927	0.19164929	0.012827577	2.0717582e-18	-0	65
9.453012023017079e-08	0.96327376	0.18524534	0.014343044	2.0175791e-18	-0	65
9.454001692213732e-08	0.96416765	0.16766581	0.010959816	2.3928164e-18	-0	65
9.455000610038932e-08	0.9664396	0.1541237	0.013880644	3.2124182e-18	-0	65
9.456001253857346e-08	0.9689467	0.13169536	0.016328497	2.6046966e-18	-0	65
9.457003866242729e-08	0.9677101	0.11042232	0.02039575	2.765843e-18	-0	65
9.458001527589237e-08	0.96976036	0.07693373	0.029316394	2.4058701e-18	-0	65
9.459011503395874e-08	0.97358924	0.05248994	0.031478778	3.350731e-18	-0	65
9.460009604763751e-08	0.9803126	0.0145529555	0.015416075	3.5651757e-18	-0	65
9.461002452843674e-08	0.9811788	0.0011037426	0.014647476	1.5716045e-18	-0	65
9.462013574277382e-08	0.98094094	-0.031996537	0.030022949	3.2397881e-18	-0	65
9.463006725027219e-08	0.98010534	-0.07275501	0.021363376	3.0229793e-18	-0	65
9.464002425144913e-08	0.97521454	-0.10982053	0.022164842	2.6114235e-18	-0	65
9.46500767456212e-08	0.9670888	-0.14777282	0.019400291	1.3161971e-18	-0	65
9.466016841607045e-08	0.95495135	-0.19311868	0.019682875	2.8698388e-18	-0	65
9.467006403844573e-08	0.9428113	-0.2285384	0.020733792	2.5191118e-18	-0	65
9.468019207415713e-08	0.9408499	-0.25335646	0.019295502	3.5911595e-18	-0	65
9.469008676779852e-08	0.9477057	-0.2524594	0.0055440785	1.7264656e-18	-0	65
9.470017446718766e-08	0.9536212	-0.24084044	-0.007096357	1.4847322e-18	-0	65
9.471017264609889e-08	0.95585924	-0.23348399	-0.0064406577	1.8828264e-18	-0	65
9.472019520434557e-08	0.9537503	-0.22506687	-0.014692321	3.826085e-18	-0	65
9.473001153330691e-08	0.95546037	-0.20638974	-0.02184409	2.2870336e-18	-0	65
9.474005161403348e-08	0.95477766	-0.1984128	-0.01867585	2.0536529e-18	-0	65
9.475015910583037e-08	0.95817196	-0.19560637	-0.017271841	1.6160456e-18	-0	65
9.476019038589927e-08	0.9646788	-0.16763332	-0.024946673	2.2495346e-18	-0	65
9.477007606009638e-08	0.9713118	-0.13949715	-0.026424203	3.2659707e-18	-0	65
9.478010673358141e-08	0.97516465	-0.10803576	-0.016252335	3.3376076e-18	-0	65
9.47900339309231e-08	0.9776672	-0.08203245	-0.020221896	3.0825233e-18	-0	65
9.480016980236063e-08	0.97655094	-0.054087214	-0.009630777	2.9445066e-18	-0	65
9.48100987672635e-08	0.97695315	-0.04290724	-0.004178122	2.1424313e-18	-0	65
9.482016179724499e-08	0.9783318	-0.02486896	0.0033811058	2.2966802e-18	-0	65
9.48301649059447e-08	0.9743517	-0.014025181	-0.010611136	3.3175071e-18	-0	65
9.484005055720256e-08	0.97426134	0.00012492278	-0.00935959	2.1896755e-18	-0	65
9.485007748328025e-08	0.9736077	0.008989709	0.0019042229	2.5670334e-18	-0	65
9.486000478004315e-08	0.9711291	-0.00012358763	0.012065	2.820475e-18	-0	65
9.487016636356926e-08	0.9752496	-0.018791042	0.007888955	1.4182748e-18	-0	65
9.488007752515388e-08	0.97806853	-0.03290571	0.010251788	4.4515697e-18	-0	65
9.489005180196893e-08	0.9773558	-0.037511542	0.013660294	2.0486065e-18	-0	65
9.490001168093837e-08	0.97533774	-0.05641426	0.008486864	2.3706634e-18	-0	65
9.49100249880157e-08	0.97687817	-0.06323435	-6.33576e-05	2.589586e-18	-0	65
9.49201041001112e-08	0.9761911	-0.07984407	-0.003569389	2.4949614e-18	-0	65
9.493000987326105e-08	0.9736186	-0.06683359	-0.0067853406	3.2163435e-18	-0	65
9.494013173342052e-08	0.973662	-0.055946223	-0.006161273	3.051351e-18	-0	65
9.495012051482214e-08	0.97239554	-0.048748624	-0.0048261466	2.7533478e-18	-0	65
9.496016025078836e-08	0.9768064	-0.031597916	-0.020064628	2.5274342e-18	-0	65
9.497012554757583e-08	0.9791074	-0.0015099171	-0.0186617	3.4198866e-18	-0	65
9.498015851063008e-08	0.9811439	0.013343315	-0.015899321	1.9511412e-18	-0	65
9.499014873441147e-08	0.9828089	0.023811495	0.0003933075	1.6700482e-18	-0	65
9.500011669926363e-08	0.98086554	0.02584497	-0.008274261	2.8817016e-18	-0	65
9.501016296105607e-08	0.9779958	0.026452614	-0.011598231	3.4121961e-18	-0	65
9.50200556393584e-08	0.9745722	0.054644432	-0.019367104	1.942359e-18	-0	65
9.503005008581014e-08	0.96804076	0.090605125	-0.0258046	3.751857e-18	-0	65
9.50401372410041e-08	0.96634066	0.122281305	-0.02026272	2.4192181e-18	-0	65
9.505008041903484e-08	0.96795684	0.14698793	-0.010063118	1.1258746e-18	-0	65
9.506000695884095e-08	0.97014314	0.15122412	-0.016771829	2.0974531e-18	-0	65
9.507002661994625e-08	0.96545726	0.17416702	-0.022940129	3.1262843e-18	-0	65
9.508002098541053e-08	0.96029156	0.21201852	-0.024997493	2.5920461e-18	-0	65
9.509016200373709e-08	0.9515129	0.24497898	-0.018500468	3.1768173e-18	-0	65
9.510013229697883e-08	0.94327956	0.27459216	-0.013187514	3.9894722e-18	-0	65
9.511003211600265e-08	0.9343124	0.29483637	-0.009942897	1.970433e-18	-0	65
9.512001506009125e-08	0.9315891	0.2994516	-0.0068230545	1.9225381e-18	-0	65
9.513019900377194e-08	0.9325217	0.29211926	0.0113944	2.59556e-18	-0	65
9.514009495557608e-08	0.93904394	0.27242827	0.0057518594	2.9441835e-18	-0	65
9.515014555673883e-08	0.9465593	0.2561448	0.013822353	3.505474e-18	-0	65
9.516007343930956e-08	0.9518675	0.23357402	0.025879053	3.281846e-18	-0	65
9.517017700955466e-08	0.96000975	0.20265421	0.023433372	1.8281939e-18	-0	65
9.51800859984777e-08	0.96443135	0.16906756	0.020701317	2.270686e-18	-0	65
9.519015178159023e-08	0.96671456	0.15186018	0.02098842	1.686647e-18	-0	65
9.520011937566032e-08	0.9710038	0.11231534	0.036155377	4.878328e-19	-0	65
9.521013464137472e-08	0.9744358	0.0779601	0.027749974	2.5950904e-18	-0	65
9.522002396843735e-08	0.97595793	0.045032945	0.023274854	2.4727663e-18	-0	65
9.523012145374388e-08	0.9740402	0.024446346	0.008689308	2.6467178e-18	-0	65
9.524002839088499e-08	0.97762394	0.019059565	-0.004282659	2.039776e-18	-0	65
9.525019993919401e-08	0.98017	0.042643245	0.0042962944	2.2181793e-18	-0	65
9.526003934674047e-08	0.9780896	0.039461195	0.013187475	2.7441696e-18	-0	65
9.527012754625846e-08	0.9786111	0.019264814	0.01071292	2.5391117e-18	-0	65
9.528019096750031e-08	0.97945786	0.010547415	0.007253961	2.549243e-18	-0	65
9.529010429263004e-08	0.9780981	0.00081476185	0.0073773125	2.7701938e-18	-0	65
9.530006576033472e-08	0.9779242	0.006837231	-0.0027520903	2.2157859e-18	-0	65
